transaction_item_id,transaction_id,item_name,item_price
9debd556-c5e6-4c63-8ffd-759ea7c60ce3,3eb7814e-924c-43bf-abe5-cd8a9419f8a8,large filter coffee,1.80
5a54c465-e9a1-4c6a-93cc-8606f29099d0,80be0e7e-faa8-48f1-bdd3-aec689d910b5,large speciality tea - english breakfast,1.60
1f72afbe-1005-4785-a090-d8992736cb19,80be0e7e-faa8-48f1-bdd3-aec689d910b5,regular speciality tea - english breakfast,1.30
05d84e42-6d1f-4dfe-b265-8c339480980b,80be0e7e-faa8-48f1-bdd3-aec689d910b5,regular chai latte,2.30
eea8ff5f-0df3-436a-bb5a-802cdc24140c,80be0e7e-faa8-48f1-bdd3-aec689d910b5,large speciality tea - english breakfast,1.60
b231b2fc-48bf-46aa-945e-45ad08df807d,80be0e7e-faa8-48f1-bdd3-aec689d910b5,large speciality tea - english breakfast,1.60
b38d36d7-8293-479a-b6b5-a8d66e927769,441a5cf4-940f-4991-8169-04c560918b3a,large iced americano,2.50
b98358e9-9c9b-46a3-b696-b62cf52a0765,441a5cf4-940f-4991-8169-04c560918b3a,large hot chocolate,1.70
8bd519d8-6260-4eef-958c-26e6e00fce8f,441a5cf4-940f-4991-8169-04c560918b3a,regular filter coffee,1.50
2112aaca-3b64-4e09-9088-127b5f1b305d,42aca0fe-9f83-43bd-bb64-068ef390cded,regular speciality tea - english breakfast,1.30
cc89a2ac-c2df-47ea-ba09-e3d2f5fa4bfd,37793e8f-81f2-4cd5-9c7a-cbbf2393c813,regular filter coffee,1.50
8d92c416-cd1c-473d-bb4a-477db7340d81,37793e8f-81f2-4cd5-9c7a-cbbf2393c813,large filter coffee,1.80
69e2ffcf-ee89-4013-a12a-326d08ece43c,37793e8f-81f2-4cd5-9c7a-cbbf2393c813,large chai latte,2.60
4b8e7a68-8c3a-4d00-ae54-fa001f46719b,37793e8f-81f2-4cd5-9c7a-cbbf2393c813,regular filter coffee,1.50
ff8507eb-70a2-4886-81ce-6b39d2e795c3,dfc5e9bd-ed61-4c93-9194-0bc9f4fbbd26,regular filter coffee,1.50
55553462-d54b-490d-8442-0c97f58a61b8,dfc5e9bd-ed61-4c93-9194-0bc9f4fbbd26,large speciality tea - english breakfast,1.60
36e087b8-037f-4a80-ba38-1d6d4ed43e37,dfc5e9bd-ed61-4c93-9194-0bc9f4fbbd26,large chai latte,2.60
19f4057c-9df1-472e-ab33-1de1cca66d21,4622cd5a-0be4-4d95-9586-2c7874654326,regular chai latte,2.30
5aa894c3-75dd-467f-ab39-588f2b9e7364,4622cd5a-0be4-4d95-9586-2c7874654326,large filter coffee,1.80
6ede004d-1e83-4823-9bff-549718a55b0e,4622cd5a-0be4-4d95-9586-2c7874654326,large filter coffee,1.80
05c21574-3cd1-4b2d-92e6-28366cb075e8,4622cd5a-0be4-4d95-9586-2c7874654326,large hot chocolate,1.70
4a510484-2daf-41c2-abf3-349f7888fb89,4622cd5a-0be4-4d95-9586-2c7874654326,regular filter coffee,1.50
5cc4642f-9af0-434a-b7c7-bbd36791d3db,abc74aef-2305-4e08-a09f-0422e4e4713f,regular iced americano,2.15
5be4c400-3dae-49ac-b324-67e12cecfd93,abc74aef-2305-4e08-a09f-0422e4e4713f,regular filter coffee,1.50
93b42a07-489d-4d5d-b134-da0d38af2107,abc74aef-2305-4e08-a09f-0422e4e4713f,regular iced americano,2.15
fa5e1c0f-1a70-4513-9ebf-444d41e68c3d,40b55b02-9641-4a52-94ab-cfd8879440f8,regular chai latte,2.30
8e104b5a-40f5-4810-860d-fa60dff6260b,40b55b02-9641-4a52-94ab-cfd8879440f8,large chai latte,2.60
454b3189-327c-4c1f-88a9-f3bde9ceb57e,40b55b02-9641-4a52-94ab-cfd8879440f8,regular chai latte,2.30
8e004230-32f1-4c16-8405-fcca147ec35a,eea389d3-9595-4f7a-982d-d5d5aac970a9,regular hot chocolate,1.40
4658f9bd-f521-4ab4-9dd9-a8c6ceb6b92d,9515614a-0aa2-4ffe-9891-c70141cad525,regular chai latte,2.30
008b9bcc-d9fe-4fde-8b8a-ebe8ca3d5529,9515614a-0aa2-4ffe-9891-c70141cad525,regular iced americano,2.15
6bd1035f-3e66-4b53-8313-e6091ef525db,9515614a-0aa2-4ffe-9891-c70141cad525,large chai latte,2.60
946d24e5-2356-497f-a886-b611ee19c6fe,8328d235-8e43-4301-89e8-040a30327dc4,regular filter coffee,1.50
a6122855-5237-48c1-a980-8f0524956241,8328d235-8e43-4301-89e8-040a30327dc4,regular chai latte,2.30
28ab781e-4803-451e-9128-2a89ca504722,8328d235-8e43-4301-89e8-040a30327dc4,regular chai latte,2.30
cc5a1ae4-d13b-4463-903c-2bd88fa6b1f7,8328d235-8e43-4301-89e8-040a30327dc4,regular chai latte,2.30
da717b2b-f722-4fb6-a678-65c870c6daa6,823ff29e-ec8d-4452-8873-bc0119d232cb,large filter coffee,1.80
a893b899-3dc0-401e-b7cb-163605ccf910,823ff29e-ec8d-4452-8873-bc0119d232cb,large iced americano,2.50
f7cf9767-1212-491e-9f70-21126b385780,823ff29e-ec8d-4452-8873-bc0119d232cb,large hot chocolate,1.70
f837942b-d310-480d-a13c-587406ace7d8,823ff29e-ec8d-4452-8873-bc0119d232cb,large speciality tea - english breakfast,1.60
5c69dde7-725e-45ff-b178-1efe3eea6fc6,823ff29e-ec8d-4452-8873-bc0119d232cb,regular filter coffee,1.50
c56881f9-92e3-4a5d-b9d5-c1f86d26964d,823ff29e-ec8d-4452-8873-bc0119d232cb,large speciality tea - english breakfast,1.60
4d3a466e-a336-4f2e-ae0f-cb784d396e26,37dfa9a2-5e59-43ff-9f85-896482750092,regular filter coffee,1.50
16446a75-8f83-4f35-a258-6372d56bf183,c238edec-fa0e-4ab3-97fe-2698d0fa0597,regular filter coffee,1.50
07898bbf-7640-45e6-bf58-adc4931a6f23,c238edec-fa0e-4ab3-97fe-2698d0fa0597,regular chai latte,2.30
0dfd391e-1d62-4832-bcd2-189cab99647e,b78f8fe3-d8f6-44a0-a12c-4d3fe42f17ae,regular speciality tea - english breakfast,1.30
d5cee36f-a2b2-42da-9be8-fb7ecd6543b9,b78f8fe3-d8f6-44a0-a12c-4d3fe42f17ae,regular hot chocolate,1.40
71cce82e-3a68-486f-b697-62a1166fdb80,b78f8fe3-d8f6-44a0-a12c-4d3fe42f17ae,regular iced americano,2.15
ed60289e-c54e-4def-b2e1-9861bd9015cc,b78f8fe3-d8f6-44a0-a12c-4d3fe42f17ae,regular chai latte,2.30
9ae2d6fc-4d01-416b-ac5b-c1f522255aa4,b78f8fe3-d8f6-44a0-a12c-4d3fe42f17ae,regular chai latte,2.30
0f612bd7-b610-49c8-8df8-378199e93f57,aee477e9-bb20-4dcd-95ec-4836da942150,large filter coffee,1.80
7f79b74b-83d0-4f2f-93a0-94abb0269489,aee477e9-bb20-4dcd-95ec-4836da942150,regular chai latte,2.30
1282acab-2dc8-469c-9255-7cfa68a3a9c6,296d53f0-98ec-4cb9-ae95-bbf252c7f103,large speciality tea - english breakfast,1.60
fce7ad4f-5f93-4cc1-91a2-a1e400ed2423,296d53f0-98ec-4cb9-ae95-bbf252c7f103,regular hot chocolate,1.40
cc127b1c-a7af-4749-a2b9-a7d78749a064,296d53f0-98ec-4cb9-ae95-bbf252c7f103,large iced americano,2.50
ce0a2f33-6eb1-434f-af34-8f273661821c,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,large iced americano,2.50
03f58e6b-1eca-4e71-8d48-42ac8b3fc132,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,large filter coffee,1.80
fb0295fe-d311-49c6-8970-e75220f46c3a,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,regular filter coffee,1.50
21cc891e-ad5a-43cc-bde6-42397d92d356,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,large iced americano,2.50
f566c8b3-9072-40e0-bca5-3eae3574808d,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,regular iced americano,2.15
ae2b23f8-70eb-41b2-82ee-2b06e430cbda,96c2c0c4-a005-4479-80f5-f49fdf2b2b1c,large chai latte,2.60
e2c3a5eb-b328-4dc2-96ee-08201fccccda,ab603209-1499-4d46-991c-325e71fd4ffb,large filter coffee,1.80
1f81b726-ee18-483e-80a7-cd2966213baf,ab603209-1499-4d46-991c-325e71fd4ffb,regular filter coffee,1.50
ce0bc8d1-a11d-4219-9013-617487982005,ab603209-1499-4d46-991c-325e71fd4ffb,regular hot chocolate,1.40
64e8ecd1-ab71-477b-aa9b-75cfdeeaea68,ab603209-1499-4d46-991c-325e71fd4ffb,regular iced americano,2.15
bc9c9532-6f5e-4cf1-8c01-10611cfd38ea,ab603209-1499-4d46-991c-325e71fd4ffb,large hot chocolate,1.70
6e9af3ab-710c-45d7-981f-bcab11d58528,8ddce62c-2d10-45bc-962b-dbcd23fb7e33,regular speciality tea - english breakfast,1.30
23bec276-38b2-4cad-a83a-82645dad61e4,8ddce62c-2d10-45bc-962b-dbcd23fb7e33,large chai latte,2.60
83cbd9bf-4980-4034-b53b-ebf3079fe485,b5e220ad-c107-48d9-8534-18a5c892f3cf,regular chai latte,2.30
23a85356-5c8c-4a1d-bb06-5e31ef6a064b,b5e220ad-c107-48d9-8534-18a5c892f3cf,large speciality tea - english breakfast,1.60
fe9be967-5416-43ad-bff7-3050f7b8f4ec,0086bb59-6973-4511-b1bd-106223c2e72a,regular chai latte,2.30
08fe7312-15fb-4536-bb41-2720eaaa58fd,0086bb59-6973-4511-b1bd-106223c2e72a,regular filter coffee,1.50
fd75a091-4518-41ea-9c3e-3459093a44c1,0086bb59-6973-4511-b1bd-106223c2e72a,regular filter coffee,1.50
de78d3da-953b-4c35-a7d3-02eb8c467c2a,c82686f6-cb35-4f79-a3ad-1d628fc7a1d4,large iced americano,2.50
520ca7f5-2e54-4228-b55a-748421c761b1,c82686f6-cb35-4f79-a3ad-1d628fc7a1d4,regular filter coffee,1.50
e469fdcb-6310-41e2-9176-cca030e585f9,c82686f6-cb35-4f79-a3ad-1d628fc7a1d4,regular filter coffee,1.50
013c993a-b2a7-4293-810f-5ae972aef0d5,53d421af-a90b-41c7-ae53-24ad4e4434f4,large chai latte,2.60
4da62f76-343a-4297-af84-b5ecd598c1cb,53d421af-a90b-41c7-ae53-24ad4e4434f4,large chai latte,2.60
bafaf2e2-f8f0-4270-9f2b-6784506dab01,53d421af-a90b-41c7-ae53-24ad4e4434f4,large hot chocolate,1.70
8d4e1e19-43d8-4c8e-95f8-fcec5f6da852,53d421af-a90b-41c7-ae53-24ad4e4434f4,regular iced americano,2.15
e6dea683-aa40-4f4b-95c2-c88cf1cdaf6a,229ed31b-9130-49b7-8b84-208e9e0611ad,regular filter coffee,1.50
f548a51d-7027-4351-b257-8dba9db4d140,229ed31b-9130-49b7-8b84-208e9e0611ad,large filter coffee,1.80
4e6dee49-77ec-457b-8482-4d39ca7b6801,229ed31b-9130-49b7-8b84-208e9e0611ad,large filter coffee,1.80
afae665c-2d04-4698-8cf4-a18056b12545,229ed31b-9130-49b7-8b84-208e9e0611ad,large chai latte,2.60
6d64d07d-a566-402c-afb5-6280b5c1d540,c5bb9b2e-d655-4130-9b17-4038ecffd373,regular iced americano,2.15
3ebef500-30ac-4709-b11d-a2c3307eab9a,c5bb9b2e-d655-4130-9b17-4038ecffd373,regular chai latte,2.30
7245d387-5585-4eef-856c-17e5c9778dca,c5bb9b2e-d655-4130-9b17-4038ecffd373,large filter coffee,1.80
ef1a4d30-7a68-4b39-852e-f7c99eb9466e,c5bb9b2e-d655-4130-9b17-4038ecffd373,large filter coffee,1.80
7969bc20-4c3c-4ec9-a229-ddbb40ca4b3e,39979427-da8f-4b79-b35f-8968566661ef,regular iced americano,2.15
81c38b1f-497f-4a4b-9464-19cffc996aa9,6fd8233d-739a-4138-9aa2-45271fa00b4a,large iced americano,2.50
39e57bfc-207b-4126-9521-eb2678d33237,13864272-506c-47c3-9d90-6bf6f8ecf81a,large speciality tea - english breakfast,1.60
95a4a91a-c004-41fc-ae92-1877fb419afa,af70e2e7-5c32-4cba-9fe9-4696be958fd4,regular chai latte,2.30
2d4c2b6c-7239-42cd-9c1f-1bf3157c0af6,af70e2e7-5c32-4cba-9fe9-4696be958fd4,large filter coffee,1.80
5d73a127-c6c9-4f82-b419-c658461b3116,e297c7bc-92b3-4a67-8f11-3977c0952fb0,large hot chocolate,1.70
1e5438d0-34e9-40e3-95ab-2c105808e983,e297c7bc-92b3-4a67-8f11-3977c0952fb0,large filter coffee,1.80
236a346e-1a6f-454a-a72e-7b520fd7a506,e297c7bc-92b3-4a67-8f11-3977c0952fb0,regular speciality tea - english breakfast,1.30
ae5771ed-f9e3-420b-9fd3-3a20a0df3cf1,5d18174b-ae1d-467a-a0af-dea9e1372c09,regular chai latte,2.30
7be1a2e4-a5a1-4aa9-9497-18f012c69345,9f6dee17-fa07-4fc2-b918-30ec32df62c6,large hot chocolate,1.70
9a04e63d-9a8f-43a7-babd-ac04629658c8,9f6dee17-fa07-4fc2-b918-30ec32df62c6,large iced americano,2.50
9e483eb2-ab43-4c0a-8fe9-59b71783474b,9f6dee17-fa07-4fc2-b918-30ec32df62c6,regular hot chocolate,1.40
0af869b6-75b8-47c7-b1f9-025e53451b9c,dfd927da-909a-4670-999b-ca88508640c0,regular filter coffee,1.50
df3f58b1-1814-4607-abe2-7195067b1e44,dfd927da-909a-4670-999b-ca88508640c0,regular speciality tea - english breakfast,1.30
0218d198-e43f-48bb-b025-1560123cf97e,3e11ca07-38b6-4588-96d4-696ba8d85323,regular chai latte,2.30
62641ae0-5d96-4d9a-b82f-44809afffdb7,64e95c2b-26cb-49ee-a6eb-b0293ded6678,large hot chocolate,1.70
44795e06-d956-4b10-ac12-43a8ef3b7af9,64e95c2b-26cb-49ee-a6eb-b0293ded6678,large filter coffee,1.80
e46f3de8-9638-4f54-b108-f0d19f67ffd7,64e95c2b-26cb-49ee-a6eb-b0293ded6678,regular chai latte,2.30
1e712ac3-4c39-442a-b4e2-9cedd968c60d,774e0f9f-d508-4012-86b1-037869012ff8,large iced americano,2.50
9c7f4a4c-b3f6-4066-93b7-ed7b76eab4ef,774e0f9f-d508-4012-86b1-037869012ff8,regular iced americano,2.15
6ae14ddb-86c8-4cb5-9794-dabcbd8536f6,774e0f9f-d508-4012-86b1-037869012ff8,large hot chocolate,1.70
522e83e1-900e-401b-b96d-918a485bc40c,f03f75dd-00fb-4f52-b44a-3f936f176b6d,large hot chocolate,1.70
b1c2c6cf-a391-451a-b4f8-4ae725d4491d,f03f75dd-00fb-4f52-b44a-3f936f176b6d,regular chai latte,2.30
7af0bddc-a893-4f92-9f73-a0ee3950061f,f03f75dd-00fb-4f52-b44a-3f936f176b6d,large filter coffee,1.80
01f40a1d-5499-4a45-93ae-1edf604c8077,7748e23f-69e4-4020-ba45-2e0157ad545c,large iced americano,2.50
715bde19-fb7c-46a9-bdbb-d983d5ecb71c,7748e23f-69e4-4020-ba45-2e0157ad545c,large iced americano,2.50
c6cc2a47-1883-4be9-a218-7cdcd5494d9b,7748e23f-69e4-4020-ba45-2e0157ad545c,large hot chocolate,1.70
85493914-6e41-4d27-8e33-bc218879bd17,cf19b1d4-40ae-42fe-b2cb-e7cdfd4302fe,large chai latte,2.60
166090af-ee17-4117-8ad3-87878759d527,c57d3dcf-714c-4135-a599-d6446f254536,large hot chocolate,1.70
4a883812-505c-447c-b1ea-b2e54ed09e2b,c57d3dcf-714c-4135-a599-d6446f254536,large filter coffee,1.80
b4aea908-7e3e-443c-8dd9-979f4e6362c6,c57d3dcf-714c-4135-a599-d6446f254536,large filter coffee,1.80
4e8c97e3-c026-43e6-82fc-5a99ec6093a5,55a8d7d2-c9ca-45cb-863a-44551342ad4a,large filter coffee,1.80
bed7faba-0220-44dc-b1a6-13e3d1581a6b,55a8d7d2-c9ca-45cb-863a-44551342ad4a,regular chai latte,2.30
b2f96475-470b-47e1-9a3b-dd82641c0b98,55a8d7d2-c9ca-45cb-863a-44551342ad4a,regular hot chocolate,1.40
a8521ef2-89e4-4061-960a-a0eaea0dfd10,55a8d7d2-c9ca-45cb-863a-44551342ad4a,large iced americano,2.50
deb18aaf-ad06-4dae-b89d-1e6930579aeb,d7ef1512-fbfc-4349-86c8-148ca277f440,regular chai latte,2.30
6bb06e6d-8cce-4eae-86f4-71ebd91e096c,d7ef1512-fbfc-4349-86c8-148ca277f440,regular filter coffee,1.50
5d49af22-db03-4a2e-812c-8373ec22e978,d7ef1512-fbfc-4349-86c8-148ca277f440,large hot chocolate,1.70
1df6120e-691e-442e-9c1a-90076291cd17,d7ef1512-fbfc-4349-86c8-148ca277f440,large iced americano,2.50
b03d656e-259a-4962-aba4-ff8a68d39c5c,b240da30-4055-459b-806e-46698fbab6e6,large iced americano,2.50
e4d4499e-086f-4b79-9313-d2096a2ea448,f4754eda-7f57-44bb-806b-b0dca13e6835,regular filter coffee,1.50
f3305fff-96ba-4c04-84ce-84214f235033,f4754eda-7f57-44bb-806b-b0dca13e6835,regular hot chocolate,1.40
332eaec4-f4ab-4f2c-98af-389f1d748d38,f4754eda-7f57-44bb-806b-b0dca13e6835,large iced americano,2.50
b92dab1d-e5d8-407d-a049-ae69737b071a,f4754eda-7f57-44bb-806b-b0dca13e6835,regular speciality tea - english breakfast,1.30
a47fd20a-9885-484f-9d06-c01a97890ce4,2d4cd496-4458-4c25-9e3a-abef877ea7b2,large filter coffee,1.80
ec9da13f-13a0-4c21-8e25-f3beeee29e97,2d4cd496-4458-4c25-9e3a-abef877ea7b2,large filter coffee,1.80
017a156a-00a3-4da8-aa6d-d71d1a00ce15,f38b3028-23d8-4cd7-a1e9-b73b6e59784a,large chai latte,2.60
d02b8d28-957d-4116-8d48-dc7af4da6c8b,f38b3028-23d8-4cd7-a1e9-b73b6e59784a,regular iced americano,2.15
f4ac070c-0492-4628-af4a-8bb8bb0d00a3,f38b3028-23d8-4cd7-a1e9-b73b6e59784a,large chai latte,2.60
93e71fed-97c4-4390-b26e-dc258bfc3bd0,f38b3028-23d8-4cd7-a1e9-b73b6e59784a,regular chai latte,2.30
b8039751-7237-4aef-809b-e7f5de9e3bb5,f38b3028-23d8-4cd7-a1e9-b73b6e59784a,large speciality tea - english breakfast,1.60
e71e0ecf-15fb-46c0-abb6-074c8de69730,a9e627a7-b1c7-413a-999d-3acfd04788c9,large hot chocolate,1.70
d7fa1748-46af-436b-aaad-7f6c4bd2d4e3,a9e627a7-b1c7-413a-999d-3acfd04788c9,large speciality tea - english breakfast,1.60
68d3ab17-4621-42df-aedf-f6412dff8fba,a9e627a7-b1c7-413a-999d-3acfd04788c9,regular chai latte,2.30
7656eaa0-db34-45c0-a96d-e9176ac98e51,a9e627a7-b1c7-413a-999d-3acfd04788c9,large iced americano,2.50
06fc5b31-ec61-4adf-87b8-67a92d8c1de1,a9e627a7-b1c7-413a-999d-3acfd04788c9,regular chai latte,2.30
a664551e-0d6e-4646-8c8d-c206cf675f60,6e387bb2-0416-41c9-85f1-bd0e2df3811e,large chai latte,2.60
889b8c5d-ab5f-4ad2-a284-23609294c577,6e387bb2-0416-41c9-85f1-bd0e2df3811e,large chai latte,2.60
7b6c0bd0-846c-4bf6-851b-3823f2fe3cff,593ac1b6-b96e-40a6-aa65-9b9ff1308f44,large hot chocolate,1.70
706fa6ed-a888-4754-a213-68f0046259d4,d4810b12-19db-4794-9f55-18f5405ee96f,regular filter coffee,1.50
9b9841c9-9bf7-48a7-a5af-f90220ad3420,d4810b12-19db-4794-9f55-18f5405ee96f,regular hot chocolate,1.40
e1fe3e92-13fc-4011-a71d-f6ecf5f35a45,d4810b12-19db-4794-9f55-18f5405ee96f,regular chai latte,2.30
5dd5fa9d-a9fa-4573-bf8b-b2680aba3a50,d4810b12-19db-4794-9f55-18f5405ee96f,regular filter coffee,1.50
362d9ab0-f559-4c47-ace6-4384a6582681,d4810b12-19db-4794-9f55-18f5405ee96f,regular speciality tea - english breakfast,1.30
8d343a5b-6a6e-461e-bfd6-917e608fe8f0,d4810b12-19db-4794-9f55-18f5405ee96f,large iced americano,2.50
55dfe6d7-cb06-4f11-a076-f0071281a62e,a7736244-17bb-4402-87f1-08de8ceb4167,large chai latte,2.60
4264da67-0999-4c66-9d70-81aba20302ea,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,regular iced americano,2.15
4939c5a9-4694-4e92-8104-932657c75421,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,large iced americano,2.50
49e70f12-f5c6-417b-bcac-a5ac02c85e5a,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,regular iced americano,2.15
034824c3-0706-4193-8bc9-e0c598b58809,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,regular filter coffee,1.50
43e65b1a-6050-4841-9366-a513e2b450cd,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,regular hot chocolate,1.40
4b4ae22d-f1e7-4422-9811-dc63663dbb0a,20ba7742-c5ad-4f74-a61c-7a3c1592efe8,large hot chocolate,1.70
5ab1cb38-a2f7-4c5b-a85c-13b23b245c46,134580fc-0c02-4535-be25-993345a49cbc,regular chai latte,2.30
cf3186aa-3caf-4573-b998-779f4c089fe5,134580fc-0c02-4535-be25-993345a49cbc,regular iced americano,2.15
34eb1573-9aef-4ed6-83a8-80197bfb5db1,1cd542ac-6966-4c53-a2e6-aa98ec8d7637,regular iced americano,2.15
7de17ca2-161e-43a8-ac00-aaf00e199cf3,1cd542ac-6966-4c53-a2e6-aa98ec8d7637,large filter coffee,1.80
69c67e1d-c910-4712-92bd-9b21ce4ca20b,1cd542ac-6966-4c53-a2e6-aa98ec8d7637,large hot chocolate,1.70
6835cace-4af0-4345-abf4-616a67a3993a,0e2f4e55-2ccc-4d1c-880c-28dcc3e5d9c3,large filter coffee,1.80
9f20c012-c358-48dd-ab48-33da0d1ed948,0e2f4e55-2ccc-4d1c-880c-28dcc3e5d9c3,large chai latte,2.60
bbe6337f-b1ee-42e2-9a13-da8408a94a31,0e2f4e55-2ccc-4d1c-880c-28dcc3e5d9c3,regular chai latte,2.30
62919b66-e84a-46fc-aac6-89973c5685e3,b40ef1b4-89e3-49de-b0c4-cfd6be32256d,regular filter coffee,1.50
54f5d0de-51cf-47b9-8731-aebb02d9af22,e5898ab8-0459-4d96-bace-0a03003f30c6,regular chai latte,2.30
f75debd6-9722-48ae-805a-9dd59f960a76,7d5728a1-e679-4d94-b6f8-480152b24e00,regular chai latte,2.30
